"","nct_id","phase","enrollment","number_of_arms","has_dmc","Drug_Class","allocation","intervention_model","primary_purpose","masking","subject_masked","caregiver_masked","investigator_masked","outcomes_assessor_masked","Experimental","Control","Other","n_countries","lead_agency","n_collaborator","us_international","intervention_type","Disease_Group","duration","Therapy","Pivotal","SPA","Orphan","Breakthrough","RMAT","QIDP","Fast_Track","n_primary_endpoint","n_secondary_endpoint"
"3813","NCT01849562","Phase 2",3.40119738166216,"Less than or equal to three","True","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","FALSE","0","1","0",0.693147180559945,"Industry",0,"Both","Drug","Infectious Disease",365,"Combination","N","N","No","No","No","No","Yes","1-3","1-2"
"3814","NCT01849289","Phase 3",6.72503364216684,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","1","0","0",1.94591014905531,"Industry",0,"Both","Drug","Endocrine",347,"Monotherapy","Y","N","No","No","No","No","No","1-3","1-2"
"3815","NCT01848730","Phase 2",4.63472898822964,"Less than or equal to three","False","NME","Randomized","Crossover Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","0","0",0,"Industry",0,"International only","Drug","Neurology",396,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"3816","NCT01848054","Phase 3",5.74620319054015,"Less than or equal to three","False","Non-NME","Randomized","Parallel Assignment","Treatment","Double","TRUE","FALSE","TRUE","FALSE","0","0","0",0,"Industry",0.693147180559945,"U.S.A. only","Drug","Psychiatry",215,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"3817","NCT01848041","Phase 2",3.8286413964891,"Less than or equal to three","False","Non-NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","1","0","0",0,"Industry",0,"U.S.A. only","Drug","Ophthalmology",273,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"3818","NCT01847664","Phase 2",5.31811999384422,"Less than or equal to three","True","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","1","0","0",0,"Industry",0,"International only","Drug","Gastroenterology (Non Inflammatory Bowel Disease)",1430,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"3819","NCT01847092","Phase 2",5.03695260241363,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","1","0",0,"Industry",0.693147180559945,"U.S.A. only","Drug","Renal",699,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"3820","NCT01846832","Phase 3",5.44673737166631,"Less than or equal to three","True","NME","Other","Single Group Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","0","0","0",2.07944154167984,"Industry",0,"International only","Drug","Infectious Disease",700,"Combination","N","N","No","No","No","No","Yes","1-3","1-2"
"3821","NCT01846793","Phase 3",5.07517381523383,"Less than or equal to three","False","NME","Other","Single Group Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","0","0","0",0,"Industry",0,"U.S.A. only","Drug","Urology",549,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"3822","NCT01846481","Phase 2",3.68887945411394,"More than three","False","Biologic","Randomized","Crossover Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","1","0","0",0,"Industry",0,"U.S.A. only","Drug","Psychiatry",61,"Monotherapy","N","N","No","Yes","No","No","No","1-3","1-2"
"3823","NCT01846416","Phase 2",4.92725368515721,"Less than or equal to three","False","Biologic","Other","Single Group Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","1","0","0",2.19722457733622,"Industry",0,"Both","Drug","Oncology",1663,"Monotherapy","N","N","No","Yes","No","No","No","1-3","1-2"
"3824","NCT01846299","Phase 3",5.19849703126583,"Less than or equal to three","False","Biologic","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","FALSE","TRUE","TRUE","0","0","0",3.04452243772342,"Industry",0,"International only","Drug","Ophthalmology",699,"Monotherapy","Y","N","No","No","No","No","No","1-3","1-2"
"3825","NCT01845987","Phase 2",3.89182029811063,"Less than or equal to three","False","Biologic","Randomized","Parallel Assignment","Treatment","Double","TRUE","FALSE","TRUE","FALSE","0","0","0",0,"Industry",0,"International only","Drug","Autoimmune/immunology",457,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"3826","NCT01845064","Phase 2",4.58496747867057,"More than three","True","Biologic","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","1","1","0",0,"Industry",0,"International only","Drug","Endocrine",579,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"3827","NCT01844856","Phase 3",6.29341927884648,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","0","0",2.63905732961526,"Industry",0,"Both","Drug","Infectious Disease",365,"Monotherapy","Y","N","No","No","No","Yes","Yes","1-3","1-2"
"3828","NCT01844817","Phase 2",4.88280192258637,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","0","0",0,"Other",0.693147180559945,"U.S.A. only","Drug","Oncology",913,"Monotherapy and Combo Therapy","N","N","No","No","No","No","No","1-3","1-2"
"3829","NCT01844752","Phase 2",5.03043792139244,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Double","TRUE","FALSE","TRUE","FALSE","1","0","0",1.09861228866811,"Industry",0,"International only","Drug","Dermatology",214,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"3830","NCT01844648","Phase 2",3.40119738166216,"Less than or equal to three","False","Non-NME","Randomized","Crossover Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","0","0",0,"Industry",0.693147180559945,"International only","Drug","Neurology",975,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"3831","NCT01844115","Phase 3",6.0282785202307,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","FALSE","TRUE","TRUE","0","0","0",0,"Industry",0,"U.S.A. only","Drug","Psychiatry",335,"Monotherapy","Y","N","No","No","No","No","No","1-3","1-2"
"3832","NCT01843894","Phase 2",4.64439089914137,"Less than or equal to three","True","Biologic","Randomized","Single Group Assignment","Treatment","Double","TRUE","FALSE","TRUE","FALSE","0","0","0",0,"Industry",0,"U.S.A. only","Biological","Ophthalmology",457,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"3833","NCT01843790","Phase 2",4.78749174278205,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Single","TRUE","FALSE","FALSE","FALSE","1","0","0",0,"Industry",0,"U.S.A. only","Drug","Renal",457,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"3834","NCT01843387","Phase 2",3.40119738166216,"Less than or equal to three","True","Biologic","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","FALSE","TRUE","TRUE","1","0","0",0,"Industry",0,"International only","Biological","Endocrine",791,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"3835","NCT01842893","Phase 3",4.51085950651685,"Less than or equal to three","False","Non-NME","Randomized","Crossover Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","FALSE","0","0","0",0,"Industry",0,"International only","Drug","Neurology",244,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"3836","NCT01842607","Phase 3",6.47850964220857,"Less than or equal to three","True","Biologic","Other","Single Group Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","0","0","0",2.99573227355399,"Industry",0,"Both","Biological","Respiratory",655,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"3837","NCT01841697","Phase 3",6.46458830368996,"Less than or equal to three","True","NME","Randomized","Parallel Assignment","Treatment","Double","TRUE","FALSE","TRUE","FALSE","0","0","0",2.56494935746154,"Industry",0,"Both","Drug","Endocrine",522,"Combination","N","N","No","No","No","No","No","1-3","1-2"
"3838","NCT01840605","Phase 3",5.71373280550937,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","FALSE","0","0","0",0,"Industry",0,"International only","Drug","Allergy",244,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"3839","NCT01840410","Phase 3",5.20948615284142,"Less than or equal to three","False","Biologic","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","FALSE","TRUE","TRUE","0","0","0",3.25809653802148,"Industry",0,"International only","Drug","Ophthalmology",791,"Monotherapy","Y","N","No","No","No","No","No","1-3","1-2"
"3840","NCT01839773","Phase 3",5.47227067367148,"Less than or equal to three","False","Non-NME","Randomized","Parallel Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","0","0","0",0,"Industry",0,"International only","Drug","Oncology",883,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"3841","NCT01839656","Phase 2",3.04452243772342,"Less than or equal to three","True","NME","Other","Parallel Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","1","0","0",0.693147180559945,"Industry",0,"Both","Drug","Metabolic",1566,"Monotherapy","N","N","Yes","No","No","No","Yes","1-3","1-2"
"3842","NCT01839357","Phase 3",4.0943445622221,"Less than or equal to three","False","NME","Other","Single Group Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","0","0","0",1.94591014905531,"Industry",0.693147180559945,"International only","Drug","Hematology",487,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"3843","NCT01839214","Phase 2",4.71849887129509,"Less than or equal to three","False","NME","Randomized","Crossover Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","0","0",1.09861228866811,"Industry",0,"International only","Drug","Autoimmune/immunology",668,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"3844","NCT01839149","Phase 2",5.48063892334199,"Less than or equal to three","False","Non-NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","0","0",1.09861228866811,"Industry",0,"International only","Drug","Neurology",975,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"3845","NCT01838681","Phase 3",7.59387784460512,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Double","TRUE","FALSE","TRUE","FALSE","0","0","0",2.83321334405622,"Industry",0.693147180559945,"Both","Drug","Psychiatry",1096,"Combination","N","N","No","No","No","No","No","1-3","1-2"
"3846","NCT01838395","Phase 2",3.73766961828337,"Less than or equal to three","True","NME","Other","Single Group Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","0","0","0",0.693147180559945,"Industry",0,"Both","Drug","Oncology",1157,"Combination","N","N","Yes","No","No","No","No","1-3","1-2"
"3847","NCT01837420","Phase 2",5.26785815906333,"Less than or equal to three","False","NME","Randomized","Crossover Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","1","0","0",1.38629436111989,"Industry",0,"International only","Drug","Autoimmune/immunology",730,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"3848","NCT01836679","Phase 2",4.82028156560504,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Double","TRUE","FALSE","TRUE","FALSE","0","0","0",0,"Industry",0,"International only","Drug","Oncology",975,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"3849","NCT01836523","Phase 3",7.24279792279376,"More than three","False","NME","Randomized","Parallel Assignment","Treatment","Double","TRUE","FALSE","TRUE","FALSE","1","1","0",2.83321334405622,"Industry",0,"Both","Drug","Endocrine",577,"Combination","Y","N","No","No","No","No","No","1-3","1-2"
"3850","NCT01836471","Phase 2",5.84354441703136,"More than three","False","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","1","1","0",2.30258509299405,"Industry",0,"Both","Drug","Respiratory",1004,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"3851","NCT01836458","Phase 2",3.2188758248682,"More than three","False","NME","Other","Parallel Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","1","0","0",0.693147180559945,"Industry",0,"International only","Drug","Infectious Disease",424,"Monotherapy","N","N","Yes","No","No","No","No","1-3","1-2"
"3852","NCT01836029","Phase 2",5.27299955856375,"Less than or equal to three","True","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","0","0",0,"Industry",0,"U.S.A. only","Drug","Oncology",1071,"Combination","N","N","No","No","No","No","No","1-3","1-2"
"3853","NCT01835548","Phase 3",4.46590811865458,"Less than or equal to three","False","Non-NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","0","0",0,"Industry",0,"U.S.A. only","Drug","Psychiatry",365,"Monotherapy","Y","N","No","No","No","No","No","1-3","1-2"
"3854","NCT01835470","Phase 3",3.13549421592915,"Less than or equal to three","False","Biologic","Other","Single Group Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","0","0","0",0,"Industry",0.693147180559945,"International only","Drug","Autoimmune/immunology",1816,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"3855","NCT01835431","Phase 3",5.89164421182577,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","0","0","0",2.83321334405622,"Industry",0,"Both","Drug","Endocrine",386,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"3856","NCT01833494","Phase 3",5.08140436498446,"Less than or equal to three","False","Non-NME","Other","Single Group Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","0","0","0",0,"Industry",0,"International only","Drug","Renal",504,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"3857","NCT01831973","Phase 2",2.89037175789616,"Less than or equal to three","False","NME","Other","Single Group Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","0","0","0",0,"Industry",0,"International only","Drug","Oncology",1544,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"3858","NCT01831765","Phase 3",7.16239749735572,"Less than or equal to three","False","Non-NME","Randomized","Parallel Assignment","Treatment","Double","TRUE","FALSE","TRUE","FALSE","1","0","0",2.30258509299405,"Industry",0,"Both","Drug","Endocrine",654,"Combination","Y","N","No","No","No","No","No","1-3","1-2"
"3859","NCT01831466","Phase 2",6.16541785423142,"More than three","True","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","1","1","0",1.6094379124341,"Industry",0,"Both","Drug","Autoimmune/immunology",487,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"3860","NCT01830985","Phase 3",3.66356164612965,"Less than or equal to three","True","NME","Other","Single Group Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","0","0","0",1.38629436111989,"Industry",0,"Both","Drug","Autoimmune/immunology",457,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"3861","NCT01830920","Phase 2",6.11368217983223,"More than three","True","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","1","0","0",0.693147180559945,"Industry",0,"Both","Drug","Renal",852,"Monotherapy","N","N","No","No","No","No","Yes","1-3","1-2"
"3862","NCT01830855","Phase 3",8.18757739559151,"More than three","True","Vaccine","Randomized","Parallel Assignment","Not Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","1","0","0",2.07944154167984,"Industry",0,"Both","Biological","Infectious Disease",730,"Monotherapy","N","N","No","Yes","No","No","No","1-3","1-2"
"3863","NCT01830621","Phase 3",5.64190707093811,"Less than or equal to three","True","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","FALSE","0","1","0",1.09861228866811,"Other",0.693147180559945,"International only","Drug","Oncology",1127,"Monotherapy","Y","N","No","No","No","No","No","1-3","1-2"
"3864","NCT01830543","Phase 3",7.66105638236183,"Less than or equal to three","True","NME","Randomized","Parallel Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","1","0","0",3.25809653802148,"Industry",0.693147180559945,"Both","Drug","Hematology",1175,"Combination","N","N","No","No","No","No","No","1-3","1-2"
"3865","NCT01829321","Phase 2",3.80666248977032,"Less than or equal to three","True","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","0","0",1.38629436111989,"Industry",0,"International only","Drug","Autoimmune/immunology",365,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"3866","NCT01829113","Phase 2",5.04342511691925,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","0","0",0,"Other",0.693147180559945,"U.S.A. only","Drug","Oncology",1358,"Combination","N","N","No","No","No","No","No","1-3","1-2"
"3867","NCT01828957","Phase 2",4.23410650459726,"Less than or equal to three","True","Biologic","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","0","0",0,"Industry",0,"International only","Biological","Respiratory",853,"Monotherapy","N","N","Yes","No","No","No","No","1-3","1-2"
"3868","NCT01828021","Phase 2",3.2188758248682,"Less than or equal to three","False","Biologic","Other","Single Group Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","0","0","0",0,"Industry",0,"U.S.A. only","Biological","Oncology",1475,"Monotherapy","N","N","No","No","No","No","Yes","1-3","1-2"
"3869","NCT01827267","Phase 2",4.12713438504509,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","1","0","0",0.693147180559945,"Industry",0,"Both","Drug","Oncology",1558,"Monotherapy and Combo Therapy","N","N","No","No","No","No","No","1-3","1-2"
"3870","NCT01826981","Phase 2",5.88332238848828,"More than three","False","NME","Randomized","Parallel Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","1","0","0",0,"Industry",0,"International only","Drug","Infectious Disease",761,"Monotherapy","N","N","No","Yes","No","No","No","1-3","1-2"
"3871","NCT01826214","Phase 2",4.24849524204936,"Less than or equal to three","True","NME","Randomized","Parallel Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","1","0","0",2.77258872223978,"Industry",0,"Both","Drug","Oncology",730,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"3872","NCT01826201","Phase 2",3.04452243772342,"Less than or equal to three","False","NME","Other","Single Group Assignment","Treatment","Double","TRUE","FALSE","FALSE","TRUE","0","0","0",0,"Industry",0,"U.S.A. only","Drug","Autoimmune/immunology",153,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"3873","NCT01825200","Phase 3",7.87853419614036,"Less than or equal to three","False","Vaccine","Randomized","Parallel Assignment","Not Treatment","Double","TRUE","FALSE","TRUE","FALSE","0","1","0",0,"Industry",0,"U.S.A. only","Biological","Infectious Disease",61,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"3874","NCT01825044","Phase 2",2.77258872223978,"Less than or equal to three","True","Non-NME","Other","Factorial Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","0","1","0",0,"Industry",0,"International only","Drug","Neurology",1605,"Monotherapy","N","N","Yes","No","No","No","Yes","1-3","1-2"
"3875","NCT01824251","Phase 3",3.89182029811063,"Less than or equal to three","False","Biologic","Other","Single Group Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","0","0","0",0,"Industry",0,"International only","Drug","Neurology",883,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"3876","NCT01823016","Phase 2",5.11198778835654,"Less than or equal to three","True","NME","Randomized","Parallel Assignment","Treatment","Double","TRUE","FALSE","TRUE","FALSE","0","0","0",1.79175946922805,"Industry",0,"Both","Drug","Respiratory",669,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"3877","NCT01822925","Phase 2",4.85203026391962,"More than three","True","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","1","0","0",0,"Industry",0.693147180559945,"U.S.A. only","Drug","Neurology",427,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"3878","NCT01822899","Phase 3",6.57507584059962,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Double","TRUE","FALSE","TRUE","FALSE","0","0","0",2.19722457733622,"Industry",0,"International only","Drug","Respiratory",186,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"3879","NCT01822691","Phase 2",2.70805020110221,"Less than or equal to three","False","NME","Other","Single Group Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","0","0","0",0,"Other",0.693147180559945,"U.S.A. only","Drug","Oncology",577,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"3880","NCT01822340","Phase 2",4.27666611901606,"More than three","True","NME","Randomized","Parallel Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","1","0","0",0.693147180559945,"Industry",0,"International only","Drug","Endocrine",1582,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"3881","NCT01822249","Phase 2",3.17805383034795,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","1","0",0,"Industry",0,"International only","Drug","Neurology",365,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"3882","NCT01822093","Phase 2",2.07944154167984,"Less than or equal to three","True","Biologic","Other","Single Group Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","0","0","0",0,"Industry",0.693147180559945,"International only","Biological","Infectious Disease",1461,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"3883","NCT01822080","Phase 3",5.52146091786225,"Less than or equal to three","False","Non-NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","0","0",0,"Industry",0,"International only","Drug","Obstetrics/Gynecology",974,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"3884","NCT01821378","Phase 3",6.02102334934953,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","1","0","0",1.79175946922805,"Industry",0,"Both","Drug","Psychiatry",395,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"3885","NCT01821118","Phase 2",3.58351893845611,"Less than or equal to three","False","Biologic","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","FALSE","TRUE","TRUE","0","0","0",1.6094379124341,"Industry",0,"Both","Biological","Neurology",822,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"3886","NCT01819727","Phase 3",5.56452040732269,"Less than or equal to three","True","Biologic","Randomized","Parallel Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","0","1","0",0,"Industry",0,"U.S.A. only","Drug","Metabolic",908,"Monotherapy","Y","N","Yes","No","No","No","No","1-3","1-2"
"3887","NCT01819272","Phase 2",5.48063892334199,"More than three","False","Non-NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","1","1","0",0,"Industry",0,"U.S.A. only","Drug","Endocrine",153,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"3888","NCT01819129","Phase 3",6.78105762593618,"Less than or equal to three","False","Non-NME","Randomized","Parallel Assignment","Treatment","Double","TRUE","FALSE","TRUE","FALSE","0","0","0",2.30258509299405,"Industry",0,"Both","Drug","Endocrine",500,"Combination","Y","N","No","No","No","No","No","1-3","1-2"
"3889","NCT01818921","Phase 2",2.83321334405622,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","1","0","0",0,"Industry",0,"U.S.A. only","Drug","Endocrine",153,"Monotherapy","N","N","Yes","No","No","No","No","1-3","1-2"
"3890","NCT01818752","Phase 3",6.86171134048073,"Less than or equal to three","True","NME","Randomized","Parallel Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","0","0","0",3.43398720448515,"Industry",0,"Both","Drug","Oncology",1215,"Combination","N","N","Yes","No","No","No","Yes","1-3","1-2"
"3891","NCT01818544","Phase 2",4.54329478227,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","0","0",1.6094379124341,"Industry",0,"International only","Drug","Respiratory",426,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"3892","NCT01817764","Phase 3",6.56103066589657,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Double","TRUE","FALSE","TRUE","FALSE","0","0","0",1.94591014905531,"Industry",0,"Both","Drug","Respiratory",238,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"3893","NCT01817530","Phase 2",6.34738920965601,"More than three","False","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","1","1","0",1.6094379124341,"Industry",0,"Both","Drug","Obstetrics/Gynecology",997,"Monotherapy and Combo Therapy","N","N","No","No","No","No","No","1-3","1-2"
"3894","NCT01816594","Phase 2",3.91202300542815,"Less than or equal to three","True","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","FALSE","0","0","0",2.484906649788,"Industry",1.38629436111989,"International only","Drug","Oncology",533,"Combination","N","N","No","No","No","No","No","1-3","1-2"
"3895","NCT01816295","Phase 3",6.57228254269401,"Less than or equal to three","True","Non-NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","FALSE","TRUE","TRUE","0","0","0",2.39789527279837,"Industry",0,"Both","Drug","Endocrine",699,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"3896","NCT01815840","Phase 2",5.43372200355424,"Less than or equal to three","True","NME","Randomized","Parallel Assignment","Treatment","Double","TRUE","FALSE","TRUE","FALSE","1","0","0",2.39789527279837,"Industry",0,"Both","Drug","Oncology",1219,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"3897","NCT01814800","Phase 3",4.07753744390572,"Less than or equal to three","False","Biologic","Other","Single Group Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","0","0","0",0,"Industry",0,"U.S.A. only","Biological","Autoimmune/immunology",337,"Monotherapy","Y","N","No","No","No","No","No","1-3","1-2"
"3898","NCT01814748","Phase 3",5.31320597904179,"Less than or equal to three","True","NME","Randomized","Parallel Assignment","Treatment","Double","TRUE","FALSE","TRUE","FALSE","0","0","0",1.94591014905531,"Industry",0,"Both","Drug","Endocrine",864,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"3899","NCT01813799","Phase 2",4.85203026391962,"More than three","False","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","1","0","0",0,"Industry",0,"International only","Drug","Neurology",609,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"3900","NCT01813734","Phase 2",2.19722457733622,"Less than or equal to three","True","NME","Other","Single Group Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","0","0","0",0,"Other",0,"U.S.A. only","Drug","Oncology",1796,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"3901","NCT01813435","Phase 3",9.67978134295944,"Less than or equal to three","True","NME","Randomized","Parallel Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","0","0","0",2.99573227355399,"Industry",1.38629436111989,"International only","Drug","Cardiovascular",1760,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"3902","NCT01813422","Phase 3",6.87729607149743,"Less than or equal to three","True","Biologic","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","0","0",3.49650756146648,"Industry",0,"Both","Multi-intervention","Cardiovascular",1198,"Monotherapy","N","N","Yes","No","No","No","No","1-3","1-2"
