"","nct_id","phase","enrollment","number_of_arms","has_dmc","Drug_Class","allocation","intervention_model","primary_purpose","masking","subject_masked","caregiver_masked","investigator_masked","outcomes_assessor_masked","Experimental","Control","Other","n_countries","lead_agency","n_collaborator","us_international","intervention_type","Disease_Group","duration","Therapy","Pivotal","SPA","Orphan","Breakthrough","RMAT","QIDP","Fast_Track","n_primary_endpoint","n_secondary_endpoint"
"3903","NCT01812746","Phase 2",3.73766961828337,"Less than or equal to three","False","Non-NME","Other","Single Group Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","0","0","0",0,"Industry",0,"U.S.A. only","Drug","Oncology",1096,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"3904","NCT01812707","Phase 2",4.60517018598809,"More than three","True","Biologic","Randomized","Parallel Assignment","Treatment","Double","TRUE","FALSE","TRUE","FALSE","1","1","0",0,"Industry",0.693147180559945,"International only","Drug","Cardiovascular",306,"Monotherapy","N","N","Yes","No","No","No","No","1-3","1-2"
"3905","NCT01812616","Phase 2",3.04452243772342,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","0","0",0.693147180559945,"Industry",0,"International only","Drug","Oncology",639,"Combination","N","N","No","No","No","No","No","1-3","1-2"
"3906","NCT01812603","Phase 2",1.79175946922805,"Less than or equal to three","False","NME","Other","Single Group Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","0","0","0",0,"Industry",0,"International only","Drug","Oncology",1004,"Combination","N","N","No","No","No","No","No","1-3","1-2"
"3907","NCT01811732","Phase 3",6.49223983502047,"Less than or equal to three","True","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","FALSE","0","0","0",1.94591014905531,"Industry",0,"Both","Drug","Infectious Disease",457,"Monotherapy","Y","Y","No","No","No","Yes","Yes","1-3","1-2"
"3908","NCT01811576","Phase 2",3.95124371858143,"Less than or equal to three","True","Biologic","Randomized","Parallel Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","0","0","0",2.39789527279837,"Industry",0,"Both","Drug","Endocrine",127,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"3909","NCT01811472","Phase 2",3.95124371858143,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","1","0","0",0,"Industry",0,"U.S.A. only","Drug","Endocrine",457,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"3910","NCT01811212","Phase 2",3.2188758248682,"Less than or equal to three","True","NME","Other","Single Group Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","0","0","0",0,"NIH",0.693147180559945,"U.S.A. only","Drug","Oncology",1615,"Monotherapy","N","N","Yes","No","No","No","Yes","1-3","1-2"
"3911","NCT01810939","Phase 3",5.49306144334055,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Single","TRUE","FALSE","FALSE","FALSE","0","1","0",2.39789527279837,"Industry",0,"Both","Drug","Endocrine",184,"Monotherapy","Y","Y","No","No","No","No","No","1-3","1-2"
"3912","NCT01810783","Phase 3",5.34710753071747,"Less than or equal to three","False","NME","Other","Single Group Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","0","0","0",2.07944154167984,"Industry",0.693147180559945,"Both","Drug","Psychiatry",883,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"3913","NCT01810770","Phase 3",5.49306144334055,"Less than or equal to three","False","NME","Other","Single Group Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","0","0","0",1.38629436111989,"Industry",0,"International only","Drug","Oncology",1644,"Monotherapy","N","N","No","No","No","No","Yes","1-3","1-2"
"3914","NCT01810705","Phase 2",4.81218435537242,"Less than or equal to three","True","Biologic","Randomized","Parallel Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","0","0","0",0,"Industry",0,"International only","Drug","Oncology",1716,"Combination","N","N","Yes","No","No","No","No","1-3","1-2"
"3915","NCT01810380","Phase 3",6.14846829591765,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Double","TRUE","FALSE","TRUE","FALSE","0","0","0",0,"Industry",0.693147180559945,"U.S.A. only","Drug","Psychiatry",640,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"3916","NCT01809769","Phase 2",2.89037175789616,"Less than or equal to three","True","Biologic","Randomized","Single Group Assignment","Treatment","Double","TRUE","FALSE","TRUE","FALSE","1","0","0",0,"Industry",0.693147180559945,"International only","Biological","Rheumatology (Non Autoimmune)",852,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"3917","NCT01809327","Phase 3",7.07834157955767,"More than three","True","Non-NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","1","0","0",2.94443897916644,"Industry",0,"Both","Drug","Endocrine",546,"Monotherapy and Combo Therapy","Y","N","No","No","No","No","No","1-3","1-2"
"3918","NCT01809275","Phase 2",4.21950770517611,"Less than or equal to three","True","Biologic","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","FALSE","TRUE","TRUE","0","0","0",0,"Industry",0,"International only","Drug","Autoimmune/immunology",1218,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"3919","NCT01808638","Phase 2",3.36729582998647,"Less than or equal to three","True","Biologic","Randomized","Parallel Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","1","0","0",0,"Industry",1.09861228866811,"International only","Drug","Oncology",1036,"Combination","N","N","No","No","No","No","No","1-3","1-2"
"3920","NCT01808547","Phase 3",5.59098698051086,"Less than or equal to three","False","Non-NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","0","0",0,"Industry",0,"U.S.A. only","Drug","Ophthalmology",183,"Monotherapy","Y","N","No","No","No","No","No","1-3","1-2"
"3921","NCT01808248","Phase 2",3.85014760171006,"Less than or equal to three","False","NME","Other","Single Group Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","0","0","0",0,"Industry",0,"U.S.A. only","Drug","Infectious Disease",306,"Combination","N","N","No","Yes","No","No","Yes","1-3","1-2"
"3922","NCT01808157","Phase 2",5.23644196282995,"Less than or equal to three","False","NME","Randomized","Single Group Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","1","0","0",0,"Industry",0,"International only","Drug","Allergy",273,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"3923","NCT01808144","Phase 3",5.27811465923052,"Less than or equal to three","True","NME","Randomized","Parallel Assignment","Treatment","Double","TRUE","FALSE","TRUE","FALSE","1","0","0",1.79175946922805,"Industry",0,"Both","Drug","Autoimmune/immunology",1315,"Combination","N","N","No","No","No","No","No","1-3","1-2"
"3924","NCT01808131","Phase 3",6.57507584059962,"Less than or equal to three","True","NME","Randomized","Parallel Assignment","Treatment","Double","TRUE","FALSE","TRUE","FALSE","1","0","0",2.39789527279837,"Industry",0,"Both","Drug","Autoimmune/immunology",1371,"Combination","N","N","No","No","No","No","No","1-3","1-2"
"3925","NCT01808118","Phase 3",6.51174532964473,"Less than or equal to three","False","Biologic","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","1","0","0",3.2188758248682,"Industry",0,"Both","Biological","Autoimmune/immunology",1459,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"3926","NCT01808092","Phase 3",6.87626461189077,"Less than or equal to three","True","Non-NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","0","0",3.46573590279973,"Industry",0,"International only","Drug","Infectious Disease",1006,"Monotherapy","Y","N","No","No","No","Yes","Yes","1-3","1-2"
"3927","NCT01807949","Phase 3",6.33327962813969,"Less than or equal to three","True","NME","Randomized","Parallel Assignment","Treatment","Double","TRUE","FALSE","TRUE","FALSE","1","0","0",2.30258509299405,"Industry",0,"Both","Drug","Respiratory",365,"Combination","Y","N","Yes","Yes","No","No","No","1-3","1-2"
"3928","NCT01807923","Phase 3",6.3261494731551,"Less than or equal to three","True","NME","Randomized","Parallel Assignment","Treatment","Double","TRUE","FALSE","TRUE","FALSE","1","0","0",2.39789527279837,"Industry",0,"Both","Drug","Respiratory",334,"Combination","Y","N","Yes","Yes","No","No","No","1-3","1-2"
"3929","NCT01807650","Phase 3",4.71849887129509,"Less than or equal to three","False","NME","Randomized","Single Group Assignment","Treatment","Single","FALSE","FALSE","FALSE","TRUE","0","0","0",1.6094379124341,"Industry",0,"International only","Drug","Autoimmune/immunology",548,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"3930","NCT01807546","Phase 2",4.15888308335967,"Less than or equal to three","False","NME","Other","Single Group Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","0","0","0",0,"Industry",0,"U.S.A. only","Drug","Oncology",1126,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"3931","NCT01807520","Phase 3",5.28826703069454,"Less than or equal to three","False","Biologic","Randomized","Parallel Assignment","Treatment","Double","TRUE","FALSE","TRUE","FALSE","1","0","0",2.39789527279837,"Industry",0,"Both","Biological","Autoimmune/immunology",1293,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"3932","NCT01807221","Phase 2",6.96413561241824,"More than three","True","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","1","0","0",3.2188758248682,"Industry",0,"Both","Drug","Cardiovascular",549,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"3933","NCT01806896","Phase 2",3.61091791264422,"More than three","True","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","1","1","0",0,"Industry",0,"International only","Drug","Neurology",488,"Monotherapy","N","N","Yes","No","No","No","No","1-3","1-2"
"3934","NCT01806597","Phase 3",5.32300997913841,"Less than or equal to three","False","Biologic","Randomized","Parallel Assignment","Treatment","Double","TRUE","FALSE","TRUE","FALSE","1","0","0",2.70805020110221,"Industry",0,"Both","Biological","Autoimmune/immunology",1232,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"3935","NCT01806545","Phase 2",4.15888308335967,"Less than or equal to three","True","Biologic","Randomized","Parallel Assignment","Treatment","Single","TRUE","FALSE","FALSE","FALSE","0","0","0",0,"Industry",0,"U.S.A. only","Biological","Renal",579,"Monotherapy","N","N","Yes","No","No","No","Yes","1-3","1-2"
"3936","NCT01805830","Phase 3",5.24174701505964,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Double","TRUE","FALSE","TRUE","FALSE","0","0","0",0,"Industry",0,"International only","Drug","Endocrine",487,"Combination","N","N","No","No","No","No","No","1-3","1-2"
"3937","NCT01804829","Phase 3",4.38202663467388,"Less than or equal to three","True","Biologic","Randomized","Parallel Assignment","Not Treatment","None","FALSE","FALSE","FALSE","FALSE","1","0","0",0,"Industry",0,"U.S.A. only","Biological","Infectious Disease",1096,"Monotherapy","N","N","Yes","No","No","No","Yes","1-3","1-2"
"3938","NCT01803555","Phase 3",6.40522845803084,"Less than or equal to three","False","Non-NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","0","0",2.83321334405622,"Industry",0,"International only","Drug","Respiratory",396,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"3939","NCT01803074","Phase 2",4.67282883446191,"More than three","False","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","FALSE","1","0","0",0.693147180559945,"Industry",0.693147180559945,"International only","Drug","Infectious Disease",604,"Monotherapy and Combo Therapy","N","N","No","No","No","No","No","1-3","1-2"
"3940","NCT01802866","Phase 3",6.23048144757848,"More than three","True","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","1","0","0",0,"Industry",0.693147180559945,"U.S.A. only","Drug","Ophthalmology",1188,"Monotherapy","Y","N","No","No","No","No","Yes","1-3","1-2"
"3941","NCT01802775","Phase 2",5.31320597904179,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","0","0","0",1.94591014905531,"Industry",0.693147180559945,"Both","Drug","Cardiovascular",665,"Combination","N","N","No","No","No","No","No","1-3","1-2"
"3942","NCT01802723","Phase 2",6.15697898558556,"More than three","False","Non-NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","1","0","0",0,"Industry",0,"U.S.A. only","Drug","Dermatology",245,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"3943","NCT01802411","Phase 3",5.25227342804663,"Less than or equal to three","True","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","1","0",0,"Industry",0,"U.S.A. only","Drug","Neurology",212,"Monotherapy","Y","N","No","No","No","No","No","1-3","1-2"
"3944","NCT01802385","Phase 3",6.13122648948314,"Less than or equal to three","True","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","0","0",0.693147180559945,"Other",1.94591014905531,"International only","Drug","Infectious Disease",933,"Combination","N","N","No","No","No","No","No","1-3","1-2"
"3945","NCT01801111","Phase 2",4.92725368515721,"Less than or equal to three","False","NME","Other","Single Group Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","0","0","0",2.89037175789616,"Industry",0,"Both","Drug","Oncology",1590,"Monotherapy","Y","N","Yes","Yes","No","No","No","1-3","1-2"
"3946","NCT01800968","Phase 2",5.7037824746562,"Less than or equal to three","True","NME","Randomized","Parallel Assignment","Treatment","Double","TRUE","FALSE","TRUE","FALSE","0","1","0",0.693147180559945,"Other",0.693147180559945,"Both","Drug","Cardiovascular",914,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"3947","NCT01800045","Phase 3",4.63472898822964,"Less than or equal to three","True","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","0","0",0,"Other",0,"International only","Drug","Neurology",641,"Monotherapy","N","N","Yes","Yes","No","No","Yes","1-3","1-2"
"3948","NCT01799993","Phase 3",6.58617165485467,"Less than or equal to three","True","Non-NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","0","0",2.70805020110221,"Industry",0.693147180559945,"Both","Drug","Infectious Disease",1455,"Monotherapy","Y","Y","No","No","No","Yes","Yes","1-3","1-2"
"3949","NCT01798706","Phase 3",5.85793315448346,"Less than or equal to three","True","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","0","0",2.56494935746154,"Industry",0,"Both","Drug","Endocrine",608,"Combination","N","N","No","No","No","No","No","1-3","1-2"
"3950","NCT01798303","Phase 2",4.47733681447821,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Double","TRUE","FALSE","TRUE","FALSE","0","0","0",0,"Industry",0,"U.S.A. only","Drug","Psychiatry",334,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"3951","NCT01797120","Phase 2",4.87519732320115,"Less than or equal to three","True","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","1","0",0,"Other",0.693147180559945,"U.S.A. only","Drug","Oncology",1565,"Combination","N","N","No","No","No","No","No","1-3","1-2"
"3952","NCT01797094","Phase 3",4.61512051684126,"Less than or equal to three","False","Biologic","Randomized","Parallel Assignment","Treatment","Double","TRUE","FALSE","TRUE","FALSE","1","0","0",0,"Industry",0,"International only","Biological","Dermatology",518,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
